Sequence number	Sequence ID	V-DOMAIN Functionality	V-GENE and allele	V-REGION Nb of positions including IMGT gaps (nt)	V-REGION Nb of nucleotides	V-REGION Nb of identical nucleotides	V-REGION Nb of mutations	V-REGION Nb of silent mutations	V-REGION Nb of nonsilent mutations	V-REGION a>g	V-REGION g>a	V-REGION c>t	V-REGION t>c	V-REGION a>c	V-REGION c>a	V-REGION a>t	V-REGION t>a	V-REGION g>c	V-REGION c>g	V-REGION g>t	V-REGION t>g	FR1-IMGT Nb of positions including IMGT gaps (nt)	FR1-IMGT Nb of nucleotides	FR1-IMGT Nb of identical nucleotides	FR1-IMGT Nb of mutations	FR1-IMGT Nb of silent mutations	FR1-IMGT Nb of nonsilent mutations	FR1-IMGT a>g	FR1-IMGT g>a	FR1-IMGT c>t	FR1-IMGT t>c	FR1-IMGT a>c	FR1-IMGT c>a	FR1-IMGT a>t	FR1-IMGT t>a	FR1-IMGT g>c	FR1-IMGT c>g	FR1-IMGT g>t	FR1-IMGT t>g	CDR1-IMGT Nb of positions including IMGT gaps (nt)	CDR1-IMGT Nb of nucleotides	CDR1-IMGT Nb of identical nucleotides	CDR1-IMGT Nb of mutations	CDR1-IMGT Nb of silent mutations	CDR1-IMGT Nb of nonsilent mutations	CDR1-IMGT a>g	CDR1-IMGT g>a	CDR1-IMGT c>t	CDR1-IMGT t>c	CDR1-IMGT a>c	CDR1-IMGT c>a	CDR1-IMGT a>t	CDR1-IMGT t>a	CDR1-IMGT g>c	CDR1-IMGT c>g	CDR1-IMGT g>t	CDR1-IMGT t>g	FR2-IMGT Nb of positions including IMGT gaps (nt)	FR2-IMGT Nb of nucleotides	FR2-IMGT Nb of identical nucleotides	FR2-IMGT Nb of mutations	FR2-IMGT Nb of silent mutations	FR2-IMGT Nb of nonsilent mutations	FR2-IMGT a>g	FR2-IMGT g>a	FR2-IMGT c>t	FR2-IMGT t>c	FR2-IMGT a>c	FR2-IMGT c>a	FR2-IMGT a>t	FR2-IMGT t>a	FR2-IMGT g>c	FR2-IMGT c>g	FR2-IMGT g>t	FR2-IMGT t>g	CDR2-IMGT Nb of positions including IMGT gaps (nt)	CDR2-IMGT Nb of nucleotides	CDR2-IMGT Nb of identical nucleotides	CDR2-IMGT Nb of mutations	CDR2-IMGT Nb of silent mutations	CDR2-IMGT Nb of nonsilent mutations	CDR2-IMGT a>g	CDR2-IMGT g>a	CDR2-IMGT c>t	CDR2-IMGT t>c	CDR2-IMGT a>c	CDR2-IMGT c>a	CDR2-IMGT a>t	CDR2-IMGT t>a	CDR2-IMGT g>c	CDR2-IMGT c>g	CDR2-IMGT g>t	CDR2-IMGT t>g	FR3-IMGT Nb of positions including IMGT gaps (nt)	FR3-IMGT Nb of nucleotides	FR3-IMGT Nb of identical nucleotides	FR3-IMGT Nb of mutations	FR3-IMGT Nb of silent mutations	FR3-IMGT Nb of nonsilent mutations	FR3-IMGT a>g	FR3-IMGT g>a	FR3-IMGT c>t	FR3-IMGT t>c	FR3-IMGT a>c	FR3-IMGT c>a	FR3-IMGT a>t	FR3-IMGT t>a	FR3-IMGT g>c	FR3-IMGT c>g	FR3-IMGT g>t	FR3-IMGT t>g	CDR3-IMGT Nb of positions including IMGT gaps (nt)	CDR3-IMGT Nb of nucleotides	CDR3-IMGT Nb of identical nucleotides	CDR3-IMGT Nb of mutations	CDR3-IMGT Nb of silent mutations	CDR3-IMGT Nb of nonsilent mutations	CDR3-IMGT a>g	CDR3-IMGT g>a	CDR3-IMGT c>t	CDR3-IMGT t>c	CDR3-IMGT a>c	CDR3-IMGT c>a	CDR3-IMGT a>t	CDR3-IMGT t>a	CDR3-IMGT g>c	CDR3-IMGT c>g	CDR3-IMGT g>t	CDR3-IMGT t>g	
378	AIU95881.1_immunoglobulin_gamma_heavy_chain_varia	productive	Homsap IGHV3-33*08 F	320	296	214	82	52	30	11	1	1	16	12	2	0	10	12	13	1	3	78	75	53	22	18	4	1	1	0	4	2	0	0	4	4	6	0	0	36	24	11	13	3	10	2	0	1	2	1	0	0	1	2	2	1	1	51	51	41	10	7	3	0	0	0	1	3	1	0	0	2	2	0	1	30	24	10	14	3	11	3	0	0	3	4	0	0	2	1	0	0	1	117	114	93	21	20	1	5	0	0	6	1	1	0	3	2	3	0	0	8	8	6	2	1	1	0	0	0	0	1	0	0	0	1	0	0	0	
379	AIU95880.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV3-30-3*01 F, or Homsap IGHV3-33*08 F	317	293	217	76	55	21	6	1	0	19	9	3	2	8	9	16	0	3	78	75	55	20	18	2	1	0	0	4	2	0	0	4	2	7	0	0	36	24	17	7	2	5	0	0	0	3	1	1	0	0	1	0	0	1	51	51	42	9	7	2	0	0	0	1	2	1	0	0	2	2	0	1	30	24	15	9	9	0	1	0	0	3	3	0	0	1	0	1	0	0	117	114	84	30	18	12	4	1	0	8	1	1	2	3	3	6	0	1	5	5	4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	
380	AIU95879.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV1-3*01 F, or Homsap IGHV1-3*03 F or Homsap IGHV1-3*05 F	317	293	222	71	52	19	7	0	0	21	10	1	0	7	8	14	0	3	78	75	53	22	19	3	0	0	0	6	2	0	0	4	3	5	0	2	36	24	15	9	2	7	0	0	0	5	1	0	0	0	1	2	0	0	51	51	43	8	7	1	1	0	0	1	2	1	0	0	1	1	0	1	30	24	17	7	3	4	3	0	0	3	0	0	0	0	0	1	0	0	117	114	90	24	20	4	3	0	0	6	5	0	0	3	2	5	0	0	5	5	4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	
381	AIU95878.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV3-23*04 F	320	296	216	80	53	27	9	1	1	19	7	3	0	9	16	15	0	0	78	75	49	26	16	10	3	0	0	4	1	1	0	5	8	4	0	0	36	24	18	6	2	4	0	0	0	3	1	0	0	0	0	2	0	0	51	51	36	15	11	4	0	0	0	2	3	1	0	1	3	5	0	0	30	24	14	10	5	5	0	1	0	6	1	0	0	0	2	0	0	0	117	114	93	21	17	4	5	0	1	4	1	1	0	3	2	4	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
382	AIU95877.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV3-30-3*01 F, or Homsap IGHV3-33*08 F	317	293	217	76	55	21	6	1	0	19	9	3	2	8	9	16	0	3	78	75	55	20	18	2	1	0	0	4	2	0	0	4	2	7	0	0	36	24	17	7	2	5	0	0	0	3	1	1	0	0	1	0	0	1	51	51	42	9	7	2	0	0	0	1	2	1	0	0	2	2	0	1	30	24	15	9	9	0	1	0	0	3	3	0	0	1	0	1	0	0	117	114	84	30	18	12	4	1	0	8	1	1	2	3	3	6	0	1	5	5	4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	
383	AIU95876.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV4-4*05 F	311	287	219	68	50	18	5	1	0	14	6	3	0	8	13	16	0	2	78	75	57	18	12	6	0	0	0	3	2	1	0	3	3	5	0	1	36	27	21	6	5	1	0	0	0	3	0	0	0	1	0	2	0	0	51	51	41	10	10	0	1	0	0	2	1	1	0	0	3	2	0	0	30	21	15	6	3	3	0	1	0	3	0	0	0	0	2	0	0	0	116	113	85	28	20	8	4	0	0	3	3	1	0	4	5	7	0	1																			
384	AIU95875.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-53*01 F, or Homsap IGHV3-53*02 F or Homsap IGHV3-66*01 F	320	224	165	59	39	20	9	1	0	10	5	2	1	5	9	12	1	4	78	6	3	3	3	0	0	0	0	1	0	0	0	1	0	1	0	0	36	24	20	4	3	1	0	0	0	1	0	0	0	0	1	2	0	0	51	51	37	14	11	3	0	1	0	2	2	1	0	1	2	4	0	1	30	21	11	10	4	6	1	0	0	3	2	0	0	0	1	1	1	1	117	114	88	26	16	10	7	0	0	3	1	1	1	3	4	4	0	2	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
385	AIU95874.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-30*09 F, or Homsap IGHV3-30-3*01 F or Homsap IGHV3-33*08 F	317 (320)	293 (296)	219 (220)	74 (76)	57 (59)	17	9 (10)	0	0	18	9	2	0 (1)	8	13	14	0	1	78	75	53	22	19	3	2	0	0	4	2	0	0	4	4	6	0	0	36	24	18	6	3	3	0	0	0	3	1	0	0	0	2	0	0	0	51	51	41	10	7	3	0	0	0	1	2	1	0	0	3	2	0	1	30	24	12	12	8	4	3	0	0	4	3	0	0	1	0	1	0	0	117	114	91	23	19	4	4	0	0	6	1	1	0	3	3	5	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0 (1)	0	1	0	0	0	
386	AIU95873.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV3-33*03 F	317	293	216	77	51	26	9	5	1	15	12	3	1	8	8	13	0	2	78	75	51	24	19	5	2	2	0	4	2	1	0	4	3	6	0	0	36	24	17	7	2	5	1	2	0	1	1	0	0	0	0	1	0	1	51	51	42	9	8	1	0	0	0	1	3	1	0	0	1	2	0	1	30	24	11	13	4	9	2	1	0	4	3	0	1	1	1	0	0	0	117	114	91	23	18	5	4	0	0	5	3	1	0	3	3	4	0	0	5	5	4	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	
387	AIU95872.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV4-34*07 F	311	284	206	78	51	27	11	3	1	12	5	4	2	8	11	20	0	1	78	75	58	17	14	3	2	0	0	4	2	1	0	2	1	5	0	0	36	24	17	7	5	2	0	1	0	2	0	0	0	1	1	1	0	1	51	51	39	12	7	5	2	1	0	1	1	2	0	0	3	2	0	0	30	21	16	5	3	2	1	1	0	2	1	0	0	0	0	0	0	0	116	113	76	37	22	15	6	0	1	3	1	1	2	5	6	12	0	0																			
388	AIU95871.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-53*02 F	317 (320)	290 (293)	219 (220)	71 (73)	47 (49)	24	8 (9)	1	1	19	9	2	0 (1)	6	8	15	0	2	78	75	54	21	17	4	2	0	0	5	3	0	0	3	2	6	0	0	36	24	19	5	2	3	1	1	0	1	0	0	0	0	0	2	0	0	51	51	40	11	9	2	0	0	0	1	2	1	0	1	2	3	0	1	30	21	12	9	3	6	1	0	0	5	2	0	0	0	1	0	0	0	117	114	90	24	15	9	4	0	1	7	2	1	0	2	2	4	0	1	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0 (1)	0	1	0	0	0	
389	AIU95870.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV4-61*02 F, or Homsap IGHV4-61*11 (F)	317 (320)	266 (269)	191 (192)	75 (77)	46 (48)	29	4 (5)	2	1	15	6 (7)	4	3	8	10	17	1	4	78	45	30	15	12	3	0	0	0	3	1	1	0	3	1	5	0	1	36	30	21	9	6	3	0	1	0	4	0	0	2	1	0	1	0	0	51	51	43	8	7	1	0	0	0	1	1	2	0	0	3	0	0	1	30	21	16	5	2	3	0	0	0	3	0	0	0	0	1	0	1	0	117	114	77	37	18	19	4	1	1	4	4	1	1	4	4	11	0	2	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0 (1)	0	0	0	1	0	0	0	
390	AIU95869.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV3-30-3*01 F, or Homsap IGHV3-33*08 F	317	293	219	74	56	18	6	1	0	19	9	3	2	8	7	16	0	3	78	75	55	20	18	2	1	0	0	4	2	0	0	4	2	7	0	0	36	24	17	7	2	5	0	0	0	3	1	1	0	0	1	0	0	1	51	51	43	8	8	0	0	0	0	1	2	1	0	0	1	2	0	1	30	24	15	9	9	0	1	0	0	3	3	0	0	1	0	1	0	0	117	114	85	29	18	11	4	1	0	8	1	1	2	3	2	6	0	1	5	5	4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	
391	AIU95868.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV1-18*04 F	320	296	231	65	44	21	8	1	2	16	9	1	0	6	6	11	0	5	78	75	55	20	15	5	1	0	0	5	2	0	0	3	2	5	0	2	36	24	16	8	2	6	1	0	0	3	0	0	0	1	1	1	0	1	51	51	43	8	8	0	2	0	0	1	2	1	0	0	1	0	0	1	30	24	18	6	3	3	0	0	0	3	1	0	0	0	0	1	0	1	117	114	93	21	15	6	3	1	1	4	4	0	0	2	2	4	0	0	8	8	6	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	
392	AIU95867.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV1-3*01 F, or Homsap IGHV1-3*03 F or Homsap IGHV1-3*05 F	317	293	222	71	52	19	7	0	0	21	10	1	0	7	8	14	0	3	78	75	53	22	19	3	0	0	0	6	2	0	0	4	3	5	0	2	36	24	15	9	2	7	0	0	0	5	1	0	0	0	1	2	0	0	51	51	43	8	7	1	1	0	0	1	2	1	0	0	1	1	0	1	30	24	17	7	3	4	3	0	0	3	0	0	0	0	0	1	0	0	117	114	90	24	20	4	3	0	0	6	5	0	0	3	2	5	0	0	5	5	4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	
393	AIU95866.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-23*04 F	317 (320)	293 (296)	220 (221)	73 (75)	56 (58)	17	8 (9)	2	1	19	7	2	2 (3)	8	10	13	1	0	78	75	53	22	21	1	2	0	0	5	2	0	0	4	4	5	0	0	36	24	20	4	2	2	0	0	0	2	1	0	1	0	0	0	0	0	51	51	37	14	11	3	1	1	0	2	2	1	0	1	2	4	0	0	30	24	13	11	5	6	0	1	0	6	1	0	0	0	2	0	1	0	117	114	93	21	16	5	5	0	1	4	1	1	1	3	1	4	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0 (1)	0	1	0	0	0	
394	AIU95865.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV3-33*03 F	317	293	221	72	53	19	7	2	2	15	9	2	1	8	9	13	2	2	78	75	55	20	20	0	1	0	0	4	2	0	0	4	3	6	0	0	36	24	17	7	2	5	1	1	0	1	1	0	0	0	0	1	1	1	51	51	42	9	7	2	0	0	0	2	2	1	0	0	1	2	1	0	30	24	14	10	5	5	0	0	0	3	3	0	1	1	1	0	0	1	117	114	89	25	18	7	5	1	2	5	1	1	0	3	3	4	0	0	5	5	4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	
395	AIU95864.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV3-33*03 F, or Homsap IGHV3-33*08 F	314	290	223	67	54	13	8	1	2	15	8	2	1	8	7	12	1	2	78	75	55	20	20	0	1	0	0	4	2	0	0	4	3	6	0	0	36	24	17	7	2	5	1	1	0	1	1	0	0	0	0	1	1	1	51	51	43	8	8	0	0	0	0	1	2	1	0	0	1	2	0	1	30	24	14	10	6	4	0	0	0	4	3	0	1	1	1	0	0	0	117	114	92	22	18	4	6	0	2	5	0	1	0	3	2	3	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
396	AIU95863.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-74*01 F	317 (320)	293 (296)	205 (206)	88 (90)	56 (58)	32	13 (15)	5	2	15	8	3	2	8	10	16	1	5	78	75	52	23	21	2	2	0	0	4	2	0	0	4	4	5	0	2	36	24	16	8	1	7	1	2	0	1	1	0	1	1	0	1	0	0	51	51	34	17	13	4	1	1	2	0	2	2	0	1	2	4	0	2	30	24	11	13	4	9	2	1	0	4	1	0	1	0	1	1	1	1	117	114	88	26	16	10	7	1	0	6	1	1	0	2	3	5	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (2)	0	0	0	1	0	0	0	0	0	0	0	
397	AIU95862.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-23*01 F, or Homsap IGHV3-23*04 F or Homsap IGHV3-23D*01 F	320	296	218	78	55	23	7	4	3	19	7	5	0	7	8	15	1	2	78	75	47	28	18	10	2	1	1	5	2	3	0	3	3	7	0	1	36	24	17	7	2	5	0	2	0	2	1	0	0	0	0	1	0	1	51	51	37	14	11	3	0	0	1	2	2	1	0	1	2	4	1	0	30	24	16	8	6	2	0	0	0	6	1	0	0	0	1	0	0	0	117	114	95	19	17	2	4	1	0	4	1	1	0	3	2	3	0	0	8	8	6	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	
398	AIU95861.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV1-2*02 F	314	290	219	71	37	34	10	2	3	14	8	2	1	7	12	10	0	2	78	75	56	19	16	3	0	1	0	5	1	0	0	4	2	6	0	0	36	24	19	5	1	4	0	0	0	1	1	0	0	2	0	1	0	0	51	51	42	9	8	1	3	0	0	1	2	1	0	0	1	0	0	1	30	24	12	12	1	11	3	0	1	2	1	0	1	0	2	1	0	1	117	114	88	26	11	15	4	1	2	5	3	1	0	1	7	2	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
399	AIU95860.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV3-33*03 F	317	293	223	70	53	17	8	1	2	15	8	2	0	8	8	14	2	2	78	75	52	23	18	5	2	0	2	4	1	0	0	4	3	6	1	0	36	24	17	7	2	5	1	1	0	1	1	0	0	0	0	1	1	1	51	51	43	8	8	0	0	0	0	1	2	1	0	0	1	2	0	1	30	24	15	9	7	2	1	0	0	4	2	0	0	1	1	0	0	0	117	114	92	22	17	5	4	0	0	5	2	1	0	3	2	5	0	0	5	5	4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	
400	AIU95859.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV3-23*01 F, or Homsap IGHV3-23*02 F or Homsap IGHV3-23*04 F or Homsap IGHV3-23D*01 F	320	296	208	88	55	33	15	6	0	20	6	2	1	9	12	17	0	0	78	75	48	27	21	6	2	3	0	6	2	0	0	4	4	6	0	0	36	24	20	4	3	1	1	0	0	2	1	0	0	0	0	0	0	0	51	51	38	13	11	2	0	1	0	2	2	1	0	1	2	4	0	0	30	24	12	12	3	9	3	1	0	6	0	0	0	0	1	1	0	0	117	114	84	30	15	15	8	1	0	4	1	1	1	4	4	6	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
401	AIU95858.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV3-7*03 F	317	293	222	71	53	18	11	4	0	16	6	3	1	7	10	13	0	0	78	75	51	24	20	4	2	1	0	5	1	0	0	4	4	7	0	0	36	24	18	6	3	3	0	1	0	3	1	0	1	0	0	0	0	0	51	51	44	7	7	0	0	0	0	1	1	1	0	0	2	2	0	0	30	24	15	9	4	5	3	0	0	2	2	1	0	0	1	0	0	0	117	114	90	24	18	6	6	2	0	5	1	1	0	3	2	4	0	0	5	5	4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	
402	AIU95857.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-9*01 F	317 (322)	293 (298)	226 (228)	67 (70)	63 (64)	4 (6)	8 (9)	1	0	23 (24)	7 (8)	2	1	8	5	11	0	1	78	75	54	21	20	1	3	0	0	5	2	0	1	4	1	5	0	0	36	24	19	5	5	0	0	0	0	4	1	0	0	0	0	0	0	0	51	51	39	12	10	2	1	1	0	1	2	1	0	1	1	3	0	1	30	24	18	6	6	0	0	0	0	5	1	0	0	0	0	0	0	0	117	114	92	22	21	1	4	0	0	8	0	1	0	3	3	3	0	0	5 (10)	5 (10)	4 (6)	1 (4)	1 (2)	0 (2)	0 (1)	0	0	0 (1)	1 (2)	0	0	0	0	0	0	0	
403	AIU95856.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV3-11*01 F	317 (320)	248 (251)	173 (174)	75 (77)	43 (45)	32	9 (10)	4 (5)	1	13	11	3	2	8	8	13	0	3	78	30	18	12	12	0	1	0	0	2	1	0	0	3	1	4	0	0	36	24	18	6	1	5	0	1	0	0	2	1	0	0	0	0	0	2	51	51	38	13	10	3	1	1	0	1	2	1	0	2	2	2	0	1	30	24	12	12	4	8	1	0	0	6	2	0	0	0	2	1	0	0	117	114	83	31	15	16	6	2	1	4	4	1	2	3	2	6	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0 (1)	0	0	0	0	0	0	1	0	0	0	
404	AIU95855.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV3-30*20 (F), or Homsap IGHV3-30-5*03 F or Homsap IGHV3-33*08 F	317	293	215	78	54	24	12	2	1	15	9	2	1	9	9	16	0	2	78	75	54	21	20	1	1	1	0	4	2	0	0	4	3	6	0	0	36	24	18	6	3	3	0	0	0	2	1	0	1	0	0	2	0	0	51	51	42	9	7	2	0	1	0	2	2	1	0	0	1	2	0	0	30	24	13	11	7	4	2	0	0	2	3	0	0	1	1	1	0	1	117	114	84	30	16	14	9	0	1	5	1	1	0	4	3	5	0	1	5	5	4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	
405	AIU95854.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV3-73*02 F	311	293	216	77	63	14	10	3	1	17	6	2	0	9	13	13	0	3	78	75	53	22	19	3	1	2	0	4	2	0	0	4	3	6	0	0	36	24	18	6	3	3	0	0	0	3	1	0	0	1	1	0	0	0	51	51	38	13	11	2	1	0	1	0	0	2	0	1	2	3	0	3	30	30	20	10	7	3	3	0	0	4	1	0	0	0	1	1	0	0	117	114	87	27	24	3	5	1	0	7	2	0	0	3	6	3	0	0																			
406	AIU95853.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV3-33*09 F	319	295	213	82	46	36	14	4	1	17	12	4	1	9	6	12	0	2	78	75	55	20	19	1	1	0	0	4	2	0	0	4	3	6	0	0	36	24	14	10	1	9	1	3	0	3	1	1	1	0	0	0	0	0	51	51	41	10	8	2	1	0	0	1	2	2	0	0	1	2	0	1	30	24	11	13	3	10	2	0	0	3	6	0	0	2	0	0	0	0	117	114	87	27	15	12	8	1	0	6	1	1	0	3	2	4	0	1	7	7	5	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	
407	AIU95852.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV3-30-3*01 F, or Homsap IGHV3-33*03 F or Homsap IGHV3-33*08 F or Homsap IGHV3-33*09 F	314	290	215	75	54	21	9	3	1	18	9	2	1	7	10	12	0	3	78	75	53	22	16	6	1	1	1	4	2	0	0	3	4	5	0	1	36	24	19	5	4	1	0	1	0	3	1	0	0	0	0	0	0	0	51	51	41	10	7	3	0	0	0	2	2	1	0	0	2	2	0	1	30	24	15	9	9	0	1	0	0	3	3	0	0	1	0	1	0	0	117	114	85	29	18	11	7	1	0	6	1	1	1	3	4	4	0	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
408	AIU95851.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV3-30-5*03 F, or Homsap IGHV3-33*03 F or Homsap IGHV3-33*08 F	314	290	211	79	55	24	7	5	1	18	10	2	0	9	10	13	0	4	78	75	52	23	19	4	1	1	0	5	2	0	0	4	3	7	0	0	36	24	16	8	3	5	0	1	0	3	2	0	0	0	1	1	0	0	51	51	43	8	8	0	0	0	0	1	2	1	0	0	1	2	0	1	30	24	13	11	5	6	2	1	0	3	2	0	0	1	1	0	0	1	117	114	85	29	20	9	4	2	1	6	2	1	0	4	4	3	0	2																			
409	AIU95850.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV1-69*09 F, or Homsap IGHV1-69*17 F or Homsap IGHV1-69*20 (F)	317	293	223	70	48	22	10	3	1	16	6	2	1	8	11	10	1	1	78	75	53	22	18	4	0	0	0	5	0	1	1	5	3	6	1	0	36	24	19	5	2	3	0	1	0	2	1	0	0	0	0	1	0	0	51	51	43	8	8	0	2	0	0	1	2	1	0	0	1	0	0	1	30	24	13	11	2	9	3	1	1	4	1	0	0	0	0	1	0	0	117	114	91	23	17	6	5	1	0	4	2	0	0	3	6	2	0	0	5	5	4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	
410	AIU95849.1_immunoglobulin_gamma_heavy_chain_varia	rearranged sequence (but no junction found)	Homsap IGHV1-46*01 F, or Homsap IGHV1-46*03 F	320	296	228	68	43	25	9	4	1	14	9	1	2	7	11	9	0	1	78	75	52	23	15	8	1	2	0	5	3	0	1	4	3	4	0	0	36	24	20	4	1	3	1	0	0	1	1	0	1	0	0	0	0	0	51	51	40	11	8	3	3	0	1	1	2	1	0	1	1	0	0	1	30	24	18	6	5	1	0	0	0	4	1	0	0	0	1	0	0	0	117	114	92	22	12	10	3	2	0	3	2	0	0	2	5	5	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
411	AIU95848.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV3-33*03 F	317	293	222	71	52	19	9	3	1	16	10	2	0	8	8	11	1	2	78	75	55	20	20	0	1	0	0	4	2	0	0	4	3	6	0	0	36	24	20	4	2	2	0	1	0	2	1	0	0	0	0	0	0	0	51	51	39	12	7	5	1	2	0	2	2	1	0	0	1	2	0	1	30	24	10	14	3	11	3	0	0	3	4	0	0	1	1	0	1	1	117	114	94	20	19	1	4	0	1	5	1	1	0	3	2	3	0	0	5	5	4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	
412	AIU95847.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV3-33*03 F, or Homsap IGHV3-33*08 F	314	290	218	72	48	24	8	3	2	15	8	3	0	9	7	13	2	2	78	75	53	22	19	3	2	0	1	4	1	1	0	4	3	6	0	0	36	24	17	7	2	5	1	1	0	1	1	0	0	0	0	1	1	1	51	51	42	9	7	2	0	0	0	2	2	1	0	0	1	2	1	0	30	24	13	11	4	7	1	1	0	3	2	0	0	2	1	0	0	1	117	114	91	23	16	7	4	1	1	5	2	1	0	3	2	4	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
413	AIU95846.1_immunoglobulin_gamma_heavy_chain_varia	No rearrangement found	Homsap IGHV3-49*04 F	317	299	214	85	61	24	16	2	3	21	9	2	1	7	8	13	0	3	78	75	50	25	20	5	4	1	1	5	2	1	0	4	2	5	0	0	36	24	15	9	5	4	0	0	1	5	1	0	0	0	0	2	0	0	51	51	39	12	8	4	2	0	0	2	1	1	0	0	4	2	0	0	30	30	17	13	5	8	2	1	0	2	3	0	0	0	1	1	0	3	117	114	89	25	22	3	8	0	1	6	2	0	1	3	1	3	0	0	5	5	4	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	
