Sequence number	Sequence ID	V-DOMAIN Functionality	V-GENE and allele	V-REGION Nb of positions including IMGT gaps (nt)	V-REGION Nb of nucleotides	V-REGION Nb of identical nucleotides	V-REGION Nb of mutations	V-REGION Nb of silent mutations	V-REGION Nb of nonsilent mutations	V-REGION a>g	V-REGION g>a	V-REGION c>t	V-REGION t>c	V-REGION a>c	V-REGION c>a	V-REGION a>t	V-REGION t>a	V-REGION g>c	V-REGION c>g	V-REGION g>t	V-REGION t>g	FR1-IMGT Nb of positions including IMGT gaps (nt)	FR1-IMGT Nb of nucleotides	FR1-IMGT Nb of identical nucleotides	FR1-IMGT Nb of mutations	FR1-IMGT Nb of silent mutations	FR1-IMGT Nb of nonsilent mutations	FR1-IMGT a>g	FR1-IMGT g>a	FR1-IMGT c>t	FR1-IMGT t>c	FR1-IMGT a>c	FR1-IMGT c>a	FR1-IMGT a>t	FR1-IMGT t>a	FR1-IMGT g>c	FR1-IMGT c>g	FR1-IMGT g>t	FR1-IMGT t>g	CDR1-IMGT Nb of positions including IMGT gaps (nt)	CDR1-IMGT Nb of nucleotides	CDR1-IMGT Nb of identical nucleotides	CDR1-IMGT Nb of mutations	CDR1-IMGT Nb of silent mutations	CDR1-IMGT Nb of nonsilent mutations	CDR1-IMGT a>g	CDR1-IMGT g>a	CDR1-IMGT c>t	CDR1-IMGT t>c	CDR1-IMGT a>c	CDR1-IMGT c>a	CDR1-IMGT a>t	CDR1-IMGT t>a	CDR1-IMGT g>c	CDR1-IMGT c>g	CDR1-IMGT g>t	CDR1-IMGT t>g	FR2-IMGT Nb of positions including IMGT gaps (nt)	FR2-IMGT Nb of nucleotides	FR2-IMGT Nb of identical nucleotides	FR2-IMGT Nb of mutations	FR2-IMGT Nb of silent mutations	FR2-IMGT Nb of nonsilent mutations	FR2-IMGT a>g	FR2-IMGT g>a	FR2-IMGT c>t	FR2-IMGT t>c	FR2-IMGT a>c	FR2-IMGT c>a	FR2-IMGT a>t	FR2-IMGT t>a	FR2-IMGT g>c	FR2-IMGT c>g	FR2-IMGT g>t	FR2-IMGT t>g	CDR2-IMGT Nb of positions including IMGT gaps (nt)	CDR2-IMGT Nb of nucleotides	CDR2-IMGT Nb of identical nucleotides	CDR2-IMGT Nb of mutations	CDR2-IMGT Nb of silent mutations	CDR2-IMGT Nb of nonsilent mutations	CDR2-IMGT a>g	CDR2-IMGT g>a	CDR2-IMGT c>t	CDR2-IMGT t>c	CDR2-IMGT a>c	CDR2-IMGT c>a	CDR2-IMGT a>t	CDR2-IMGT t>a	CDR2-IMGT g>c	CDR2-IMGT c>g	CDR2-IMGT g>t	CDR2-IMGT t>g	FR3-IMGT Nb of positions including IMGT gaps (nt)	FR3-IMGT Nb of nucleotides	FR3-IMGT Nb of identical nucleotides	FR3-IMGT Nb of mutations	FR3-IMGT Nb of silent mutations	FR3-IMGT Nb of nonsilent mutations	FR3-IMGT a>g	FR3-IMGT g>a	FR3-IMGT c>t	FR3-IMGT t>c	FR3-IMGT a>c	FR3-IMGT c>a	FR3-IMGT a>t	FR3-IMGT t>a	FR3-IMGT g>c	FR3-IMGT c>g	FR3-IMGT g>t	FR3-IMGT t>g	CDR3-IMGT Nb of positions including IMGT gaps (nt)	CDR3-IMGT Nb of nucleotides	CDR3-IMGT Nb of identical nucleotides	CDR3-IMGT Nb of mutations	CDR3-IMGT Nb of silent mutations	CDR3-IMGT Nb of nonsilent mutations	CDR3-IMGT a>g	CDR3-IMGT g>a	CDR3-IMGT c>t	CDR3-IMGT t>c	CDR3-IMGT a>c	CDR3-IMGT c>a	CDR3-IMGT a>t	CDR3-IMGT t>a	CDR3-IMGT g>c	CDR3-IMGT c>g	CDR3-IMGT g>t	CDR3-IMGT t>g	
385	3GBML_Chain_L,_antibody_(Fab)	productive	Homsap IGLV1-51*01 F, or Homsap IGLV1-51*02 F	338 (341)	293 (296)	210	83 (86)	71 (74)	12	5	1 (2)	0	22 (23)	12	2	0	12	10	19	0 (1)	0	78	75	53	22	22	0	0	0	0	4	4	0	0	5	3	6	0	0	36	24	16	8	6	2	1	0	0	4	0	0	0	1	1	1	0	0	51	51	39	12	12	0	2	0	0	2	3	0	0	1	0	4	0	0	30	9	7	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	117	108	79	29	27	2	2	1	0	7	3	2	0	5	3	6	0	0	26 (29)	26 (29)	16	10 (13)	2 (5)	8	0	0 (1)	0	3 (4)	2	0	0	0	3	2	0 (1)	0	
386	3GBMH_Chain_H,_antibody_(Fab)	No rearrangement found	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	314	290	223	67	48	19	6	2	2	17	10	1	0	6	10	13	0	0	78	75	54	21	19	2	0	0	0	5	0	0	0	5	3	8	0	0	36	24	19	5	3	2	0	0	0	2	2	0	0	0	0	1	0	0	51	51	41	10	8	2	2	0	0	3	2	1	0	0	2	0	0	0	30	24	18	6	4	2	0	1	0	3	2	0	0	0	0	0	0	0	117	114	89	25	14	11	4	1	2	4	4	0	0	1	5	4	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
387	3FKUU_Chain_U,_Neutralizing_antibody_F10	productive	Homsap IGLV10-54*04 F	338 (341)	293 (296)	227	66 (69)	61 (64)	5	6	1	0	14 (15)	14	1	0 (1)	10	5	14 (15)	0	1	78	75	59	16	14	2	1	0	0	3	3	0	0	2	4	3	0	0	36	24	20	4	4	0	1	0	0	1	1	0	0	0	0	0	0	1	51	51	43	8	8	0	2	0	0	2	1	0	0	1	0	2	0	0	30	9	8	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	117	108	78	30	29	1	2	0	0	6	7	1	0	6	1	7	0	0	26 (29)	26 (29)	19	7 (10)	5 (8)	2	0	1	0	1 (2)	2	0	0 (1)	1	0	2 (3)	0	0	
388	3FKUT_Chain_T,_Neutralizing_antibody_F10	productive	Homsap IGLV10-54*04 F	338 (341)	293 (296)	227	66 (69)	61 (64)	5	6	1	0	14 (15)	14	1	0 (1)	10	5	14 (15)	0	1	78	75	59	16	14	2	1	0	0	3	3	0	0	2	4	3	0	0	36	24	20	4	4	0	1	0	0	1	1	0	0	0	0	0	0	1	51	51	43	8	8	0	2	0	0	2	1	0	0	1	0	2	0	0	30	9	8	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	117	108	78	30	29	1	2	0	0	6	7	1	0	6	1	7	0	0	26 (29)	26 (29)	19	7 (10)	5 (8)	2	0	1	0	1 (2)	2	0	0 (1)	1	0	2 (3)	0	0	
389	3FKUS_Chain_S,_Neutralizing_antibody_F10	productive	Homsap IGLV10-54*04 F	338 (341)	293 (296)	227	66 (69)	61 (64)	5	6	1	0	14 (15)	14	1	0 (1)	10	5	14 (15)	0	1	78	75	59	16	14	2	1	0	0	3	3	0	0	2	4	3	0	0	36	24	20	4	4	0	1	0	0	1	1	0	0	0	0	0	0	1	51	51	43	8	8	0	2	0	0	2	1	0	0	1	0	2	0	0	30	9	8	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	117	108	78	30	29	1	2	0	0	6	7	1	0	6	1	7	0	0	26 (29)	26 (29)	19	7 (10)	5 (8)	2	0	1	0	1 (2)	2	0	0 (1)	1	0	2 (3)	0	0	
390	3FKUZ_Chain_Z,_Neutralizing_antibody_F10	productive	Homsap IGLV10-54*04 F	338 (341)	293 (296)	227	66 (69)	61 (64)	5	6	1	0	14 (15)	14	1	0 (1)	10	5	14 (15)	0	1	78	75	59	16	14	2	1	0	0	3	3	0	0	2	4	3	0	0	36	24	20	4	4	0	1	0	0	1	1	0	0	0	0	0	0	1	51	51	43	8	8	0	2	0	0	2	1	0	0	1	0	2	0	0	30	9	8	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	117	108	78	30	29	1	2	0	0	6	7	1	0	6	1	7	0	0	26 (29)	26 (29)	19	7 (10)	5 (8)	2	0	1	0	1 (2)	2	0	0 (1)	1	0	2 (3)	0	0	
391	3FKUY_Chain_Y,_Neutralizing_antibody_F10	productive	Homsap IGLV10-54*04 F	338 (341)	293 (296)	227	66 (69)	61 (64)	5	6	1	0	14 (15)	14	1	0 (1)	10	5	14 (15)	0	1	78	75	59	16	14	2	1	0	0	3	3	0	0	2	4	3	0	0	36	24	20	4	4	0	1	0	0	1	1	0	0	0	0	0	0	1	51	51	43	8	8	0	2	0	0	2	1	0	0	1	0	2	0	0	30	9	8	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	117	108	78	30	29	1	2	0	0	6	7	1	0	6	1	7	0	0	26 (29)	26 (29)	19	7 (10)	5 (8)	2	0	1	0	1 (2)	2	0	0 (1)	1	0	2 (3)	0	0	
392	3FKUX_Chain_X,_Neutralizing_antibody_F10	productive	Homsap IGLV10-54*04 F	338 (341)	293 (296)	227	66 (69)	61 (64)	5	6	1	0	14 (15)	14	1	0 (1)	10	5	14 (15)	0	1	78	75	59	16	14	2	1	0	0	3	3	0	0	2	4	3	0	0	36	24	20	4	4	0	1	0	0	1	1	0	0	0	0	0	0	1	51	51	43	8	8	0	2	0	0	2	1	0	0	1	0	2	0	0	30	9	8	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	117	108	78	30	29	1	2	0	0	6	7	1	0	6	1	7	0	0	26 (29)	26 (29)	19	7 (10)	5 (8)	2	0	1	0	1 (2)	2	0	0 (1)	1	0	2 (3)	0	0	
393	6V4OL_Chain_L,_Antibody_Fab_light_chain	productive	Homsap IGKV3-20*01 F	323 (335)	278 (290)	205 (208)	73 (82)	49 (55)	24 (27)	10	1	2 (4)	25 (26)	7 (8)	2	0	7 (8)	7 (8)	11 (13)	0	1 (2)	78	78	55	23	20	3	3	0	1	7	2	0	0	3	3	4	0	0	36	21	13	8	1	7	2	1	0	3	0	0	0	1	0	1	0	0	51	51	38	13	5	8	2	0	1	3	0	0	0	1	2	3	0	1	30	9	5	4	4	0	0	0	0	1	1	0	0	1	0	1	0	0	117	108	86	22	18	4	2	0	0	10	4	1	0	1	2	2	0	0	11 (23)	11 (23)	8 (11)	3 (12)	1 (7)	2 (5)	1	0	0 (2)	1 (2)	0 (1)	1	0	0 (1)	0 (1)	0 (2)	0	0 (1)	
394	6V4OG_Chain_G,_Antibody_Fab_light_chain	productive	Homsap IGKV3-20*01 F	323 (335)	278 (290)	205 (208)	73 (82)	49 (55)	24 (27)	10	1	2 (4)	25 (26)	7 (8)	2	0	7 (8)	7 (8)	11 (13)	0	1 (2)	78	78	55	23	20	3	3	0	1	7	2	0	0	3	3	4	0	0	36	21	13	8	1	7	2	1	0	3	0	0	0	1	0	1	0	0	51	51	38	13	5	8	2	0	1	3	0	0	0	1	2	3	0	1	30	9	5	4	4	0	0	0	0	1	1	0	0	1	0	1	0	0	117	108	86	22	18	4	2	0	0	10	4	1	0	1	2	2	0	0	11 (23)	11 (23)	8 (11)	3 (12)	1 (7)	2 (5)	1	0	0 (2)	1 (2)	0 (1)	1	0	0 (1)	0 (1)	0 (2)	0	0 (1)	
395	6V4OE_Chain_E,_Antibody_Fab_light_chain	productive	Homsap IGKV3-20*01 F	323 (335)	278 (290)	205 (208)	73 (82)	49 (55)	24 (27)	10	1	2 (4)	25 (26)	7 (8)	2	0	7 (8)	7 (8)	11 (13)	0	1 (2)	78	78	55	23	20	3	3	0	1	7	2	0	0	3	3	4	0	0	36	21	13	8	1	7	2	1	0	3	0	0	0	1	0	1	0	0	51	51	38	13	5	8	2	0	1	3	0	0	0	1	2	3	0	1	30	9	5	4	4	0	0	0	0	1	1	0	0	1	0	1	0	0	117	108	86	22	18	4	2	0	0	10	4	1	0	1	2	2	0	0	11 (23)	11 (23)	8 (11)	3 (12)	1 (7)	2 (5)	1	0	0 (2)	1 (2)	0 (1)	1	0	0 (1)	0 (1)	0 (2)	0	0 (1)	
396	6V4OB_Chain_B,_Antibody_Fab_light_chain	productive	Homsap IGKV3-20*01 F	323 (335)	278 (290)	205 (208)	73 (82)	49 (55)	24 (27)	10	1	2 (4)	25 (26)	7 (8)	2	0	7 (8)	7 (8)	11 (13)	0	1 (2)	78	78	55	23	20	3	3	0	1	7	2	0	0	3	3	4	0	0	36	21	13	8	1	7	2	1	0	3	0	0	0	1	0	1	0	0	51	51	38	13	5	8	2	0	1	3	0	0	0	1	2	3	0	1	30	9	5	4	4	0	0	0	0	1	1	0	0	1	0	1	0	0	117	108	86	22	18	4	2	0	0	10	4	1	0	1	2	2	0	0	11 (23)	11 (23)	8 (11)	3 (12)	1 (7)	2 (5)	1	0	0 (2)	1 (2)	0 (1)	1	0	0 (1)	0 (1)	0 (2)	0	0 (1)	
397	6V4OH_Chain_H,_Antibody_Fab_heavy_chain	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69*17 F or Homsap IGHV1-69D*01 F	320	296	221	75	53	22	8	4	1	16	8	1	0	7	12	15	2	1	78	75	55	20	19	1	0	0	0	5	0	0	0	5	3	7	0	0	36	24	16	8	2	6	0	2	0	3	1	0	0	0	0	0	2	0	51	51	39	12	9	3	3	0	0	1	3	1	0	0	2	1	0	1	30	24	17	7	4	3	1	0	1	3	2	0	0	0	0	0	0	0	117	114	88	26	17	9	3	2	0	4	2	0	0	2	6	7	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
398	6V4OD_Chain_D,_Antibody_Fab_heavy_chain	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69*17 F or Homsap IGHV1-69D*01 F	320	296	221	75	53	22	8	4	1	16	8	1	0	7	12	15	2	1	78	75	55	20	19	1	0	0	0	5	0	0	0	5	3	7	0	0	36	24	16	8	2	6	0	2	0	3	1	0	0	0	0	0	2	0	51	51	39	12	9	3	3	0	0	1	3	1	0	0	2	1	0	1	30	24	17	7	4	3	1	0	1	3	2	0	0	0	0	0	0	0	117	114	88	26	17	9	3	2	0	4	2	0	0	2	6	7	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
399	6V4OC_Chain_C,_Antibody_Fab_heavy_chain	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69*17 F or Homsap IGHV1-69D*01 F	320	296	221	75	53	22	8	4	1	16	8	1	0	7	12	15	2	1	78	75	55	20	19	1	0	0	0	5	0	0	0	5	3	7	0	0	36	24	16	8	2	6	0	2	0	3	1	0	0	0	0	0	2	0	51	51	39	12	9	3	3	0	0	1	3	1	0	0	2	1	0	1	30	24	17	7	4	3	1	0	1	3	2	0	0	0	0	0	0	0	117	114	88	26	17	9	3	2	0	4	2	0	0	2	6	7	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
400	6V4OA_Chain_A,_Antibody_Fab_heavy_chain	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69*17 F or Homsap IGHV1-69D*01 F	320	296	221	75	53	22	8	4	1	16	8	1	0	7	12	15	2	1	78	75	55	20	19	1	0	0	0	5	0	0	0	5	3	7	0	0	36	24	16	8	2	6	0	2	0	3	1	0	0	0	0	0	2	0	51	51	39	12	9	3	3	0	0	1	3	1	0	0	2	1	0	1	30	24	17	7	4	3	1	0	1	3	2	0	0	0	0	0	0	0	117	114	88	26	17	9	3	2	0	4	2	0	0	2	6	7	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
401	6V4NL_Chain_L,_Antibody_Fab_light_chain	productive	Homsap IGKV1-39*01 F, or Homsap IGKV1D-39*01 F	332 (335)	284 (287)	199	85 (88)	66 (69)	19	14	2	1 (2)	27 (28)	10	1	2	8	5	12 (13)	1	2	78	78	50	28	20	8	4	2	1	4	3	1	1	5	0	6	0	1	36	18	13	5	1	4	0	0	0	2	0	0	1	0	1	0	1	0	51	51	38	13	10	3	4	0	0	5	1	0	0	0	2	1	0	0	30	9	5	4	4	0	0	0	0	1	1	0	0	1	0	1	0	0	117	108	77	31	28	3	4	0	0	13	5	0	0	2	2	4	0	1	20 (23)	20 (23)	16	4 (7)	3 (6)	1	2	0	0 (1)	2 (3)	0	0	0	0	0	0 (1)	0	0	
402	6V4NG_Chain_G,_Antibody_Fab_light_chain	productive	Homsap IGKV1-39*01 F, or Homsap IGKV1D-39*01 F	332 (335)	284 (287)	199	85 (88)	66 (69)	19	14	2	1 (2)	27 (28)	10	1	2	8	5	12 (13)	1	2	78	78	50	28	20	8	4	2	1	4	3	1	1	5	0	6	0	1	36	18	13	5	1	4	0	0	0	2	0	0	1	0	1	0	1	0	51	51	38	13	10	3	4	0	0	5	1	0	0	0	2	1	0	0	30	9	5	4	4	0	0	0	0	1	1	0	0	1	0	1	0	0	117	108	77	31	28	3	4	0	0	13	5	0	0	2	2	4	0	1	20 (23)	20 (23)	16	4 (7)	3 (6)	1	2	0	0 (1)	2 (3)	0	0	0	0	0	0 (1)	0	0	
403	6V4NE_Chain_E,_Antibody_Fab_light_chain	productive	Homsap IGKV1-39*01 F, or Homsap IGKV1D-39*01 F	332 (335)	284 (287)	199	85 (88)	66 (69)	19	14	2	1 (2)	27 (28)	10	1	2	8	5	12 (13)	1	2	78	78	50	28	20	8	4	2	1	4	3	1	1	5	0	6	0	1	36	18	13	5	1	4	0	0	0	2	0	0	1	0	1	0	1	0	51	51	38	13	10	3	4	0	0	5	1	0	0	0	2	1	0	0	30	9	5	4	4	0	0	0	0	1	1	0	0	1	0	1	0	0	117	108	77	31	28	3	4	0	0	13	5	0	0	2	2	4	0	1	20 (23)	20 (23)	16	4 (7)	3 (6)	1	2	0	0 (1)	2 (3)	0	0	0	0	0	0 (1)	0	0	
404	6V4NB_Chain_B,_Antibody_Fab_light_chain	productive	Homsap IGKV1-39*01 F, or Homsap IGKV1D-39*01 F	332 (335)	284 (287)	199	85 (88)	66 (69)	19	14	2	1 (2)	27 (28)	10	1	2	8	5	12 (13)	1	2	78	78	50	28	20	8	4	2	1	4	3	1	1	5	0	6	0	1	36	18	13	5	1	4	0	0	0	2	0	0	1	0	1	0	1	0	51	51	38	13	10	3	4	0	0	5	1	0	0	0	2	1	0	0	30	9	5	4	4	0	0	0	0	1	1	0	0	1	0	1	0	0	117	108	77	31	28	3	4	0	0	13	5	0	0	2	2	4	0	1	20 (23)	20 (23)	16	4 (7)	3 (6)	1	2	0	0 (1)	2 (3)	0	0	0	0	0	0 (1)	0	0	
405	6V4NH_Chain_H,_Antibody_Fab_heavy_chain	No rearrangement found	Homsap IGHV4-59*08 F, or Homsap IGHV4-59*12 (F) or Homsap IGHV4-61*08 F	317	290	216	74	52	22	8	3	0	14	6	3	1	12	12	14	1	0	78	75	57	18	17	1	1	0	0	3	2	0	0	4	2	6	0	0	36	24	14	10	3	7	3	1	0	3	0	0	0	2	0	1	0	0	51	51	42	9	7	2	0	1	0	2	2	1	0	0	3	0	0	0	30	21	16	5	2	3	0	0	0	2	0	0	0	0	2	0	1	0	117	114	83	31	22	9	4	1	0	4	2	2	1	6	4	7	0	0	5	5	4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	
406	6V4ND_Chain_D,_Antibody_Fab_heavy_chain	No rearrangement found	Homsap IGHV4-59*08 F, or Homsap IGHV4-59*12 (F) or Homsap IGHV4-61*08 F	317	290	216	74	52	22	8	3	0	14	6	3	1	12	12	14	1	0	78	75	57	18	17	1	1	0	0	3	2	0	0	4	2	6	0	0	36	24	14	10	3	7	3	1	0	3	0	0	0	2	0	1	0	0	51	51	42	9	7	2	0	1	0	2	2	1	0	0	3	0	0	0	30	21	16	5	2	3	0	0	0	2	0	0	0	0	2	0	1	0	117	114	83	31	22	9	4	1	0	4	2	2	1	6	4	7	0	0	5	5	4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	
407	6V4NC_Chain_C,_Antibody_Fab_heavy_chain	No rearrangement found	Homsap IGHV4-59*08 F, or Homsap IGHV4-59*12 (F) or Homsap IGHV4-61*08 F	317	290	216	74	52	22	8	3	0	14	6	3	1	12	12	14	1	0	78	75	57	18	17	1	1	0	0	3	2	0	0	4	2	6	0	0	36	24	14	10	3	7	3	1	0	3	0	0	0	2	0	1	0	0	51	51	42	9	7	2	0	1	0	2	2	1	0	0	3	0	0	0	30	21	16	5	2	3	0	0	0	2	0	0	0	0	2	0	1	0	117	114	83	31	22	9	4	1	0	4	2	2	1	6	4	7	0	0	5	5	4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	
408	6V4NA_Chain_A,_Antibody_Fab_heavy_chain	No rearrangement found	Homsap IGHV4-59*08 F, or Homsap IGHV4-59*12 (F) or Homsap IGHV4-61*08 F	317	290	216	74	52	22	8	3	0	14	6	3	1	12	12	14	1	0	78	75	57	18	17	1	1	0	0	3	2	0	0	4	2	6	0	0	36	24	14	10	3	7	3	1	0	3	0	0	0	2	0	1	0	0	51	51	42	9	7	2	0	1	0	2	2	1	0	0	3	0	0	0	30	21	16	5	2	3	0	0	0	2	0	0	0	0	2	0	1	0	117	114	83	31	22	9	4	1	0	4	2	2	1	6	4	7	0	0	5	5	4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	
409	6URME_Chain_E,_The_light_chain_of_antibody_LPAF-a	productive	Homsap IGLV3-9*01 F	332 (336)	281 (285)	219 (220)	62 (65)	51 (52)	11 (13)	5 (6)	2	1 (2)	17 (18)	7	2	1	7	9	9	2	0	78	75	57	18	18	0	0	0	0	4	5	0	0	3	2	4	0	0	36	18	12	6	4	2	1	0	0	3	1	0	0	0	0	0	1	0	51	51	46	5	4	1	1	0	0	2	1	0	0	0	0	1	0	0	30	9	5	4	1	3	0	0	0	1	0	0	0	0	2	0	1	0	117	108	80	28	24	4	3	1	1	7	0	2	1	4	5	4	0	0	20 (24)	20 (24)	19 (20)	1 (4)	0 (1)	1 (3)	0 (1)	1	0 (1)	0 (1)	0	0	0	0	0	0	0	0	
410	6URMD_Chain_D,_The_heavy_chain_of_antibody_LPAF-a	productive	Homsap IGHV2-70*01 F	320 (322)	299 (301)	231 (232)	68 (69)	55	13 (14)	8 (9)	2	0	17	9	4	0	6	6	13	0	3	78	75	60	15	15	0	1	0	0	5	2	0	0	2	1	4	0	0	36	30	21	9	9	0	0	0	0	3	2	0	0	1	1	2	0	0	51	51	40	11	7	4	1	0	0	0	2	2	0	0	3	1	0	2	30	21	14	7	5	2	1	1	0	5	0	0	0	0	0	0	0	0	117	114	90	24	17	7	5	1	0	4	2	1	0	3	1	6	0	1	8 (10)	8 (10)	6 (7)	2 (3)	2	0 (1)	0 (1)	0	0	0	1	1	0	0	0	0	0	0	
411	6URML_Chain_L,_The_light_chain_of_antibody_LPAF-a	productive	Homsap IGLV3-9*01 F	332 (336)	281 (285)	219 (220)	62 (65)	51 (52)	11 (13)	5 (6)	2	1 (2)	17 (18)	7	2	1	7	9	9	2	0	78	75	57	18	18	0	0	0	0	4	5	0	0	3	2	4	0	0	36	18	12	6	4	2	1	0	0	3	1	0	0	0	0	0	1	0	51	51	46	5	4	1	1	0	0	2	1	0	0	0	0	1	0	0	30	9	5	4	1	3	0	0	0	1	0	0	0	0	2	0	1	0	117	108	80	28	24	4	3	1	1	7	0	2	1	4	5	4	0	0	20 (24)	20 (24)	19 (20)	1 (4)	0 (1)	1 (3)	0 (1)	1	0 (1)	0 (1)	0	0	0	0	0	0	0	0	
412	6URMH_Chain_H,_The_heavy_chain_of_antibody_LPAF-a	productive	Homsap IGHV2-70*01 F	320 (322)	299 (301)	231 (232)	68 (69)	55	13 (14)	8 (9)	2	0	17	9	4	0	6	6	13	0	3	78	75	60	15	15	0	1	0	0	5	2	0	0	2	1	4	0	0	36	30	21	9	9	0	0	0	0	3	2	0	0	1	1	2	0	0	51	51	40	11	7	4	1	0	0	0	2	2	0	0	3	1	0	2	30	21	14	7	5	2	1	1	0	5	0	0	0	0	0	0	0	0	117	114	90	24	17	7	5	1	0	4	2	1	0	3	1	6	0	1	8 (10)	8 (10)	6 (7)	2 (3)	2	0 (1)	0 (1)	0	0	0	1	1	0	0	0	0	0	0	
413	6UYNL_Chain_L,_CR6261_Fab_light_chain	productive	Homsap IGLV1-51*01 F, or Homsap IGLV1-51*02 F	338 (341)	293 (296)	210	83 (86)	71 (74)	12	5	1 (2)	0	22 (23)	12	2	0	12	10	19	0 (1)	0	78	75	53	22	22	0	0	0	0	4	4	0	0	5	3	6	0	0	36	24	16	8	6	2	1	0	0	4	0	0	0	1	1	1	0	0	51	51	39	12	12	0	2	0	0	2	3	0	0	1	0	4	0	0	30	9	7	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	117	108	79	29	27	2	2	1	0	7	3	2	0	5	3	6	0	0	26 (29)	26 (29)	16	10 (13)	2 (5)	8	0	0 (1)	0	3 (4)	2	0	0	0	3	2	0 (1)	0	
414	6UYNH_Chain_H,_CR6261_Fab_heavy_chain	No rearrangement found	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	314	290	223	67	48	19	6	2	2	17	10	1	0	6	10	13	0	0	78	75	54	21	19	2	0	0	0	5	0	0	0	5	3	8	0	0	36	24	19	5	3	2	0	0	0	2	2	0	0	0	0	1	0	0	51	51	41	10	8	2	2	0	0	3	2	1	0	0	2	0	0	0	30	24	18	6	4	2	0	1	0	3	2	0	0	0	0	0	0	0	117	114	89	25	14	11	4	1	2	4	4	0	0	1	5	4	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
415	6WIYL_Chain_L,_Fab_54-1G05_light_chain	productive	Homsap IGKV3-20*01 F	332 (335)	287 (290)	208	79 (82)	59 (62)	20	8	4	1	25 (26)	7	0 (1)	3	7	9	14 (15)	0	1	78	78	53	25	23	2	3	0	1	7	2	0	0	4	2	6	0	0	36	21	15	6	1	5	0	2	0	1	0	0	1	0	1	0	0	1	51	51	41	10	8	2	2	0	0	4	0	0	0	0	2	2	0	0	30	9	4	5	3	2	0	1	0	1	1	0	0	1	0	1	0	0	117	108	82	26	20	6	3	0	0	10	3	0	2	1	3	4	0	0	20 (23)	20 (23)	13	7 (10)	4 (7)	3	0	1	0	2 (3)	1	0 (1)	0	1	1	1 (2)	0	0	
416	6WIYH_Chain_H,_Fab_54-1G05_heavy_chain	No rearrangement found	Homsap IGHV6-1*01 F, or Homsap IGHV6-1*02 F or Homsap IGHV6-1*03 P	317	302	225	77	63	14	9	1	1	17	13	1	0	13	5	15	0	2	78	75	56	19	17	2	2	1	0	2	3	0	0	4	1	6	0	0	36	30	19	11	8	3	1	0	1	4	0	0	0	1	1	2	0	1	51	51	41	10	9	1	1	0	0	0	3	0	0	2	1	2	0	1	30	27	21	6	4	2	1	0	0	2	1	0	0	1	0	1	0	0	117	114	84	30	24	6	4	0	0	9	5	1	0	5	2	4	0	0	5	5	4	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	
417	6UR5H_Chain_H,_Antibody_light_chain	productive	Homsap IGLV2-14*02 F	329 (336)	287 (294)	195 (196)	92 (98)	74	18 (24)	9 (11)	1	1 (2)	24	7	2	1	15	9	20 (21)	0 (1)	3 (4)	78	75	48	27	23	4	1	0	0	7	3	0	0	6	3	7	0	0	36	27	16	11	5	6	1	1	0	4	0	0	1	0	2	0	0	2	51	51	39	12	10	2	3	0	1	2	1	0	0	1	1	3	0	0	30	9	8	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	117	108	74	34	31	3	2	0	0	9	1	2	0	7	3	9	0	1	17 (24)	17 (24)	10 (11)	7 (13)	4	3 (9)	2 (4)	0	0 (1)	1	2	0	0	1	0	1 (2)	0 (1)	0 (1)	
